epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
143,2605.47,0.35719,0.2418,0.85295,0.99908,0.83436,0.91665,0.9073,0.27216,0.17508,0.82978,0.0043768,0.0043768,0.0043768
144,2626.11,0.35601,0.23979,0.85258,0.99954,0.83977,0.91952,0.91103,0.26787,0.1739,0.8284,0.0043372,0.0043372,0.0043372
145,2640.58,0.35356,0.24033,0.85336,0.99954,0.84054,0.9199,0.91194,0.26588,0.17482,0.82987,0.0042976,0.0042976,0.0042976
146,2655.13,0.35159,0.23705,0.85407,0.99954,0.84633,0.92281,0.91414,0.27109,0.1735,0.83018,0.004258,0.004258,0.004258
147,2669.7,0.35371,0.23897,0.85136,0.99908,0.83552,0.91726,0.90902,0.26644,0.1733,0.82741,0.0042184,0.0042184,0.0042184
148,2684.55,0.35586,0.24051,0.85238,0.99955,0.84942,0.92439,0.91522,0.26551,0.17415,0.8302,0.0041788,0.0041788,0.0041788
149,2699.63,0.35134,0.23883,0.85178,0.99908,0.83977,0.91949,0.91075,0.26764,0.17251,0.82788,0.0041392,0.0041392,0.0041392
150,2720.84,0.34768,0.23327,0.85198,0.99954,0.84479,0.9219,0.91338,0.26497,0.17075,0.82857,0.0040996,0.0040996,0.0040996
151,2743.36,0.34432,0.23332,0.84977,0.99955,0.84942,0.92437,0.91477,0.26755,0.17258,0.82902,0.00406,0.00406,0.00406
152,2758.22,0.34696,0.23497,0.84898,0.99908,0.83629,0.91764,0.9093,0.26231,0.17135,0.82534,0.0040204,0.0040204,0.0040204
153,2780.05,0.34978,0.23485,0.85187,0.99955,0.84903,0.92415,0.91502,0.26613,0.17124,0.82719,0.0039808,0.0039808,0.0039808
154,2803.48,0.34733,0.23467,0.85066,0.99954,0.8444,0.92183,0.91338,0.26669,0.17023,0.82776,0.0039412,0.0039412,0.0039412
155,2826.5,0.35,0.23659,0.85005,0.99909,0.84942,0.9243,0.91587,0.26037,0.16894,0.82507,0.0039016,0.0039016,0.0039016
156,2845.19,0.347,0.23322,0.85119,0.99954,0.84517,0.9221,0.91393,0.26366,0.16898,0.82406,0.003862,0.003862,0.003862
157,2859.93,0.34563,0.23423,0.85151,0.99954,0.83861,0.91889,0.91076,0.26245,0.16948,0.82571,0.0038224,0.0038224,0.0038224
158,2879.06,0.34511,0.2335,0.8506,0.99955,0.84826,0.92367,0.9151,0.26092,0.16932,0.82708,0.0037828,0.0037828,0.0037828
159,2893.73,0.34335,0.23294,0.85175,0.99909,0.85212,0.92558,0.91764,0.25722,0.16421,0.82317,0.0037432,0.0037432,0.0037432
