epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
104,42916.6,0.32207,0.22935,0.82985,0.99956,0.8722,0.93563,0.92729,0.23474,0.16135,0.80437,0.0049015,0.0049015,0.0049015
105,42941.5,0.31806,0.22395,0.82902,0.99955,0.86139,0.93036,0.92319,0.23298,0.16123,0.80435,0.004852,0.004852,0.004852
106,42966.5,0.31912,0.22619,0.82855,0.99956,0.87181,0.93555,0.92775,0.23311,0.16212,0.80332,0.0048025,0.0048025,0.0048025
107,42991.4,0.31426,0.22612,0.82724,0.99956,0.87529,0.93721,0.9295,0.23033,0.15925,0.80264,0.004753,0.004753,0.004753
108,43018.5,0.3146,0.22507,0.82727,0.99956,0.87683,0.93796,0.93027,0.23206,0.16092,0.8055,0.0047035,0.0047035,0.0047035
109,43047.3,0.31081,0.22191,0.82582,0.99955,0.86216,0.93061,0.92457,0.23023,0.15827,0.8064,0.004654,0.004654,0.004654
110,43072.4,0.31064,0.22152,0.82627,0.99955,0.85907,0.92916,0.92206,0.23389,0.16292,0.80599,0.0046045,0.0046045,0.0046045
111,43097.5,0.30969,0.22143,0.82711,0.99956,0.8749,0.93701,0.92923,0.23133,0.15909,0.80267,0.004555,0.004555,0.004555
112,43122.5,0.30931,0.2185,0.82637,0.99956,0.86911,0.93419,0.92718,0.23074,0.1575,0.80398,0.0045055,0.0045055,0.0045055
113,43147.7,0.31149,0.21976,0.82552,0.99957,0.89228,0.94567,0.93753,0.23149,0.15666,0.80504,0.004456,0.004456,0.004456
114,43172.8,0.31058,0.22098,0.82579,0.99956,0.87606,0.93754,0.93014,0.23414,0.16271,0.80327,0.0044065,0.0044065,0.0044065
115,43197.6,0.30659,0.21881,0.82501,0.99956,0.86834,0.93374,0.9278,0.22803,0.15562,0.80315,0.004357,0.004357,0.004357
116,43222.5,0.30729,0.21501,0.82711,0.99956,0.88687,0.94302,0.9356,0.22608,0.15312,0.80177,0.0043075,0.0043075,0.0043075
117,43247.5,0.30409,0.21541,0.82406,0.99956,0.87954,0.93936,0.93188,0.22752,0.15413,0.80079,0.004258,0.004258,0.004258
118,43272.8,0.3007,0.21375,0.82351,0.99956,0.87606,0.93755,0.93069,0.23038,0.15676,0.80317,0.0042085,0.0042085,0.0042085
119,43297.9,0.30633,0.2167,0.82695,0.99956,0.88571,0.94236,0.93551,0.22562,0.15732,0.8023,0.004159,0.004159,0.004159
120,43323,0.3025,0.21416,0.82346,0.99956,0.86757,0.93331,0.92688,0.22852,0.15677,0.80347,0.0041095,0.0041095,0.0041095
121,43348,0.30363,0.21466,0.82705,0.99957,0.88919,0.94423,0.93711,0.22541,0.15294,0.80155,0.00406,0.00406,0.00406
122,43373.2,0.3008,0.21327,0.82581,0.99957,0.90077,0.94996,0.94168,0.2317,0.15566,0.804,0.0040105,0.0040105,0.0040105
123,43399.5,0.30017,0.21228,0.82509,0.99957,0.89614,0.94756,0.93969,0.22642,0.15182,0.80295,0.003961,0.003961,0.003961
124,43425.1,0.30072,0.21172,0.82417,0.99956,0.87992,0.93957,0.93287,0.22459,0.15392,0.79998,0.0039115,0.0039115,0.0039115
125,43450.6,0.2976,0.21155,0.82367,0.99957,0.88726,0.94315,0.93578,0.22671,0.15478,0.79887,0.003862,0.003862,0.003862
126,43475.4,0.30098,0.2118,0.82547,0.99956,0.87722,0.93814,0.93078,0.22403,0.15276,0.8031,0.0038125,0.0038125,0.0038125
127,43500,0.29401,0.2108,0.82454,0.99956,0.87838,0.93885,0.93156,0.22123,0.15204,0.8014,0.003763,0.003763,0.003763
128,43525.7,0.29614,0.20837,0.82045,0.99956,0.88456,0.94188,0.93535,0.21967,0.14879,0.79791,0.0037135,0.0037135,0.0037135
129,43550.6,0.2968,0.20879,0.82167,0.99957,0.88996,0.94462,0.93775,0.21993,0.15005,0.79883,0.003664,0.003664,0.003664
130,43575.1,0.2962,0.20916,0.82229,0.99956,0.87838,0.93878,0.93196,0.2233,0.15026,0.79985,0.0036145,0.0036145,0.0036145
131,43599.8,0.29391,0.20881,0.82406,0.99956,0.88494,0.94198,0.93484,0.21789,0.14974,0.79965,0.003565,0.003565,0.003565
