epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
96,3111.09,0.36245,0.23453,0.83375,0.9995,0.77568,0.88743,0.87943,0.28112,0.1858,0.81871,0.0052975,0.0052975,0.0052975
97,3148.49,0.36537,0.23124,0.83453,0.99952,0.80116,0.90027,0.89102,0.27551,0.18095,0.81688,0.005248,0.005248,0.005248
98,3180.65,0.36326,0.2358,0.83598,0.9995,0.7695,0.88434,0.8759,0.28085,0.18393,0.81723,0.0051985,0.0051985,0.0051985
99,3212.96,0.36656,0.23331,0.83421,0.99951,0.78958,0.89437,0.88595,0.27788,0.18255,0.81706,0.005149,0.005149,0.005149
100,3246.24,0.36574,0.23383,0.83528,0.99951,0.79537,0.89727,0.88819,0.27745,0.17966,0.81719,0.0050995,0.0050995,0.0050995
101,3279.62,0.36041,0.23097,0.83381,0.99952,0.79575,0.89741,0.88946,0.27119,0.17794,0.81553,0.00505,0.00505,0.00505
102,3312.38,0.35914,0.23058,0.83782,0.99951,0.79459,0.89685,0.88734,0.28423,0.18569,0.81912,0.0050005,0.0050005,0.0050005
103,3345.07,0.35913,0.22983,0.83187,0.99951,0.78649,0.89277,0.8842,0.27396,0.17884,0.81625,0.004951,0.004951,0.004951
104,3377.34,0.35786,0.22961,0.83123,0.99951,0.78649,0.89287,0.88454,0.27073,0.17733,0.81433,0.0049015,0.0049015,0.0049015
105,3413.25,0.35582,0.22864,0.83183,0.99952,0.80077,0.90013,0.89167,0.27105,0.17922,0.8147,0.004852,0.004852,0.004852
106,3444.57,0.35572,0.22465,0.83172,0.9995,0.76602,0.88266,0.87477,0.28369,0.18453,0.81817,0.0048025,0.0048025,0.0048025
107,3476.8,0.35087,0.22504,0.82892,0.99951,0.79382,0.8966,0.88889,0.26808,0.17451,0.81474,0.004753,0.004753,0.004753
108,3509.24,0.34788,0.22633,0.82751,0.99951,0.79189,0.89564,0.88769,0.26436,0.17273,0.81363,0.0047035,0.0047035,0.0047035
109,3541.38,0.3449,0.22079,0.82814,0.99951,0.79382,0.89648,0.88856,0.26897,0.174,0.81282,0.004654,0.004654,0.004654
110,3574,0.34667,0.22328,0.82761,0.99951,0.78842,0.89391,0.88651,0.27459,0.17701,0.8151,0.0046045,0.0046045,0.0046045
111,3607.09,0.34822,0.22503,0.83147,0.99953,0.82124,0.91029,0.90148,0.2609,0.17274,0.81239,0.004555,0.004555,0.004555
112,3639.23,0.34745,0.22327,0.83027,0.99952,0.80888,0.90408,0.89587,0.26773,0.17421,0.81582,0.0045055,0.0045055,0.0045055
113,3671.18,0.34495,0.22108,0.82662,0.99953,0.82162,0.91042,0.90142,0.26642,0.17449,0.81387,0.004456,0.004456,0.004456
114,3702.89,0.34004,0.21933,0.82619,0.99952,0.80618,0.90272,0.89424,0.27159,0.17556,0.81558,0.0044065,0.0044065,0.0044065
115,3739.13,0.33891,0.21844,0.82538,0.99953,0.81892,0.9092,0.90054,0.26028,0.17148,0.81269,0.004357,0.004357,0.004357
116,3770.07,0.33623,0.21723,0.82595,0.99953,0.81853,0.9089,0.89946,0.26387,0.17296,0.81338,0.0043075,0.0043075,0.0043075
117,3801.73,0.34025,0.2158,0.82797,0.99953,0.81892,0.90908,0.90058,0.26419,0.17271,0.8119,0.004258,0.004258,0.004258
118,3833.45,0.3364,0.21675,0.82619,0.99953,0.81853,0.90887,0.9002,0.26221,0.17337,0.81275,0.0042085,0.0042085,0.0042085
119,3865.2,0.33735,0.21634,0.82863,0.99952,0.80849,0.90386,0.89635,0.25866,0.16916,0.81212,0.004159,0.004159,0.004159
120,3897.94,0.33455,0.2138,0.82745,0.99906,0.82046,0.90978,0.90076,0.25941,0.16992,0.81166,0.0041095,0.0041095,0.0041095
